==3125== Memcheck, a memory error detector
Current Savings Balance for 1093278990669429: 1028848.38
Current Savings Balance for 3491588839892013: 4031195.73
Current Savings Balance for 7966380955913694: 3028121.05
Current Savings Balance for 3491588839892013: 4030730.69
Current Savings Balance for 6847226299857821: 321529.58
Current Savings Balance for 7966380955913694: 3028121.05
Current Savings Balance for 7966380955913694: 3028911.03
Current Savings Balance for 2076962079974167: 4211853.31
Current Savings Balance for 2076962079974167: 4211853.31
Current Savings Balance for 0793710490620664: 4667871.39
Current Savings Balance for 8255171551994747: 3311042.55
Current Savings Balance for 3491588839892013: 4028727.03
Current Savings Balance for 9980216556183046: 2246871.97
Current Savings Balance for 2076962079974167: 4211713.87
Current Savings Balance for 1093278990669429: 1030931.81
Current Savings Balance for 2076962079974167: 4210934.04
Current Savings Balance for 8028716243309826: 1544037.83
Current Savings Balance for 3491588839892013: 4028622.12
Current Savings Balance for 2076962079974167: 4210686.79
Current Savings Balance for 8028716243309826: 1544037.83
Current Savings Balance for 9980216556183046: 2246825.86
Current Savings Balance for 8028716243309826: 1544508.51
Current Savings Balance for 1093278990669429: 1029396.79
Current Savings Balance for 8255171551994747: 3302579.50
Current Savings Balance for 2076962079974167: 4213472.45
Current Savings Balance for 6847226299857821: 321495.91
Current Savings Balance for 1093278990669429: 1026697.40
Current Savings Balance for 3491588839892013: 4028818.38
Current Savings Balance for 0793710490620664: 4680805.55
Current Savings Balance for 2076962079974167: 4213836.19
Current Savings Balance for 3491588839892013: 4030409.58
Current Savings Balance for 1093278990669429: 1027064.80
Current Savings Balance for 4659001911688512: 568857.42
Current Savings Balance for 8255171551994747: 3293456.98
Current Savings Balance for 2076962079974167: 4216635.48
Current Savings Balance for 2076962079974167: 4216129.06
Current Savings Balance for 8255171551994747: 3291888.59
Current Savings Balance for 6847226299857821: 322662.08
Current Savings Balance for 2076962079974167: 4217651.04
Current Savings Balance for 8028716243309826: 1545615.44
Current Savings Balance for 7966380955913694: 3035326.32
Current Savings Balance for 6847226299857821: 324280.09
Current Savings Balance for 8028716243309826: 1545615.44
Current Savings Balance for 6847226299857821: 328440.75
Current Savings Balance for 3491588839892013: 4027539.63
Current Savings Balance for 1093278990669429: 1016058.74
Current Savings Balance for 8255171551994747: 3288615.61
Current Savings Balance for 8255171551994747: 3288615.61
Current Savings Balance for 2076962079974167: 4220170.33
Current Savings Balance for 8255171551994747: 3288615.61
Current Savings Balance for 3491588839892013: 4026492.67
Current Savings Balance for 7966380955913694: 3038467.76
Current Savings Balance for 8028716243309826: 1545821.95
Current Savings Balance for 1093278990669429: 1020060.75
Current Savings Balance for 8028716243309826: 1545821.95
Current Savings Balance for 0793710490620664: 4667272.82
Current Savings Balance for 8028716243309826: 1543886.02
Current Savings Balance for 1093278990669429: 1014602.10
Current Savings Balance for 7966380955913694: 3035142.44
Current Savings Balance for 2076962079974167: 4213512.53
Current Savings Balance for 2076962079974167: 4213512.53
Current Savings Balance for 7966380955913694: 3031791.96
Current Savings Balance for 3491588839892013: 4038323.99
Current Savings Balance for 4659001911688512: 568027.78
Current Savings Balance for 2076962079974167: 4212199.74
Current Savings Balance for 8255171551994747: 3284910.82
Current Savings Balance for 8255171551994747: 3284646.50
Current Savings Balance for 8255171551994747: 3287751.25
Current Savings Balance for 6847226299857821: 330972.11
Current Savings Balance for 4659001911688512: 567819.95
Current Savings Balance for 7966380955913694: 3024484.19
Current Savings Balance for 8028716243309826: 1543545.64
Current Savings Balance for 4659001911688512: 571157.23
Current Savings Balance for 2076962079974167: 4215039.11
Current Savings Balance for 8255171551994747: 3294481.12
Current Savings Balance for 6847226299857821: 328453.56
Current Savings Balance for 2076962079974167: 4217670.54
Current Savings Balance for 0793710490620664: 4656335.81
Current Savings Balance for 2076962079974167: 4216276.22
Current Savings Balance for 8255171551994747: 3290375.99
Current Savings Balance for 0793710490620664: 4657910.67
Current Savings Balance for 4659001911688512: 576504.84
Current Savings Balance for 6847226299857821: 330927.39
Current Savings Balance for 6847226299857821: 330927.39
Current Savings Balance for 7966380955913694: 3021723.22
Current Savings Balance for 8028716243309826: 1547635.04
Current Savings Balance for 9980216556183046: 2240807.21
Current Savings Balance for 1093278990669429: 1031649.21
Current Savings Balance for 2076962079974167: 4214677.34
Current Savings Balance for 2076962079974167: 4213105.66
Current Savings Balance for 7966380955913694: 3020507.51
Current Savings Balance for 1093278990669429: 1034242.34
Current Savings Balance for 7966380955913694: 3020507.51
Current Savings Balance for 0793710490620664: 4659519.93
Current Savings Balance for 9980216556183046: 2244788.98
Current Savings Balance for 8255171551994747: 3282398.11
Current Savings Balance for 8028716243309826: 1547412.36
Current Savings Balance for 1093278990669429: 1030234.49
Current Savings Balance for 8255171551994747: 3281039.17
Current Savings Balance for 1093278990669429: 1030906.38
Current Savings Balance for 8028716243309826: 1547714.99
Current Savings Balance for 9980216556183046: 2246920.93
Current Savings Balance for 7966380955913694: 3016872.88
Current Savings Balance for 8028716243309826: 1548273.42
Current Savings Balance for 9980216556183046: 2246896.99
Current Savings Balance for 2076962079974167: 4215770.75
Current Savings Balance for 2076962079974167: 4214316.28
Current Savings Balance for 7966380955913694: 3016970.83
Current Savings Balance for 8028716243309826: 1549443.21
Current Savings Balance for 1093278990669429: 1028381.44
Current Savings Balance for 6847226299857821: 341750.77
Current Savings Balance for 8028716243309826: 1549443.21
Current Savings Balance for 4659001911688512: 584568.71
Current Savings Balance for 3491588839892013: 4017724.82
Current Savings Balance for 3491588839892013: 4018844.36
Current Savings Balance for 2076962079974167: 4209476.63
Current Savings Balance for 2076962079974167: 4209334.30
Current Savings Balance for 8255171551994747: 3280651.77
Current Savings Balance for 1093278990669429: 1037354.56
Current Savings Balance for 1093278990669429: 1035521.73
Current Savings Balance for 4659001911688512: 584370.99
Current Savings Balance for 8028716243309826: 1548305.52
Current Savings Balance for 3491588839892013: 4016510.40
Current Savings Balance for 7966380955913694: 3006456.40
Current Savings Balance for 1093278990669429: 1041006.89
Current Savings Balance for 7966380955913694: 3003902.15
Current Savings Balance for 6847226299857821: 347860.98
Current Savings Balance for 4659001911688512: 584406.60
Current Savings Balance for 4659001911688512: 586357.31
Current Savings Balance for 6847226299857821: 343618.21
Current Savings Balance for 1093278990669429: 1038621.39
Current Savings Balance for 7966380955913694: 3001608.40
Current Savings Balance for 7966380955913694: 3001355.55
Current Savings Balance for 6847226299857821: 346600.18
Current Savings Balance for 0793710490620664: 4644107.87
Current Savings Balance for 9980216556183046: 2265637.43
Current Savings Balance for 4659001911688512: 588385.07
Current Savings Balance for 9980216556183046: 2265333.83
Current Savings Balance for 6847226299857821: 354297.04
Current Savings Balance for 3491588839892013: 4021266.79
Current Savings Balance for 3491588839892013: 4021219.99
Current Savings Balance for 3491588839892013: 4021219.99
Current Savings Balance for 6847226299857821: 362279.97
Current Savings Balance for 8028716243309826: 1548224.09
Current Savings Balance for 0793710490620664: 4641444.72
Current Savings Balance for 8255171551994747: 3277090.37
Current Savings Balance for 4659001911688512: 590198.56
Current Savings Balance for 8028716243309826: 1548285.10
Current Savings Balance for 0793710490620664: 4642332.11
Current Savings Balance for 3491588839892013: 4025720.67
Current Savings Balance for 2076962079974167: 4199582.26
Current Savings Balance for 8255171551994747: 3277090.37
Current Savings Balance for 1093278990669429: 1030483.01
Current Savings Balance for 8028716243309826: 1545344.83
Current Savings Balance for 8255171551994747: 3281187.13
Current Savings Balance for 1093278990669429: 1032242.44
Current Savings Balance for 7966380955913694: 2988345.78
Current Savings Balance for 7966380955913694: 2988524.56
Current Savings Balance for 4659001911688512: 601083.69
Current Savings Balance for 4659001911688512: 601083.69
Current Savings Balance for 3491588839892013: 4023549.16
Current Savings Balance for 2076962079974167: 4200304.38
Current Savings Balance for 8255171551994747: 3277076.89
Current Savings Balance for 1093278990669429: 1023861.88
Current Savings Balance for 1093278990669429: 1023635.35
Current Savings Balance for 4659001911688512: 601217.08
Current Savings Balance for 3491588839892013: 4023587.74
Current Savings Balance for 8028716243309826: 1545591.69
Current Savings Balance for 2076962079974167: 4199097.45
Current Savings Balance for 0793710490620664: 4649000.99
Current Savings Balance for 8028716243309826: 1545785.73
Current Savings Balance for 4659001911688512: 601663.58
Current Savings Balance for 6847226299857821: 369862.89
Current Savings Balance for 8255171551994747: 3274622.68
Current Savings Balance for 2076962079974167: 4204730.21
Current Savings Balance for 3491588839892013: 4023848.47
Current Savings Balance for 3491588839892013: 4023848.47
Current Savings Balance for 0793710490620664: 4646322.97
Current Savings Balance for 2076962079974167: 4206697.92
Current Savings Balance for 4659001911688512: 601796.83
Current Savings Balance for 8028716243309826: 1544797.76
Current Savings Balance for 3491588839892013: 4028289.14
Current Savings Balance for 6847226299857821: 367557.76
Current Savings Balance for 1093278990669429: 1024647.27
Current Savings Balance for 6847226299857821: 367557.76
Current Savings Balance for 6847226299857821: 367557.76
Current Savings Balance for 3491588839892013: 4027244.64
Current Savings Balance for 1093278990669429: 1023896.16
Current Savings Balance for 0793710490620664: 4649512.42
Current Savings Balance for 4659001911688512: 603102.28
Current Savings Balance for 3491588839892013: 4026986.86
Current Savings Balance for 6847226299857821: 372730.26
Current Savings Balance for 6847226299857821: 372730.26
Current Savings Balance for 3491588839892013: 4026541.04
Current Savings Balance for 8255171551994747: 3271515.49
Current Savings Balance for 9980216556183046: 2271942.01
Current Savings Balance for 2076962079974167: 4203295.20
Current Savings Balance for 8255171551994747: 3272627.55
Current Savings Balance for 6847226299857821: 373600.82
Current Savings Balance for 4659001911688512: 599213.81
Current Savings Balance for 4659001911688512: 597588.54
Current Savings Balance for 6847226299857821: 371382.13
Current Savings Balance for 9980216556183046: 2272309.09
Current Savings Balance for 8028716243309826: 1544186.00
Current Savings Balance for 3491588839892013: 4025763.32
Current Savings Balance for 9980216556183046: 2270011.13
Current Savings Balance for 0793710490620664: 4644708.20
Current Savings Balance for 8255171551994747: 3268738.71
Current Savings Balance for 8255171551994747: 3267158.08
Current Savings Balance for 3491588839892013: 4024386.80
Current Savings Balance for 8028716243309826: 1544383.99
Current Savings Balance for 8028716243309826: 1544383.99
Current Savings Balance for 4659001911688512: 598805.30
Current Savings Balance for 6847226299857821: 383565.24
Current Savings Balance for 8028716243309826: 1548411.40
Current Savings Balance for 3491588839892013: 4025365.85
Current Savings Balance for 2076962079974167: 4179289.11
Current Savings Balance for 1093278990669429: 1028805.49
Current Savings Balance for 0793710490620664: 4643380.76
Current Savings Balance for 8255171551994747: 3267128.30
Current Savings Balance for 7966380955913694: 2968473.73
Current Savings Balance for 8028716243309826: 1550700.99
Current Savings Balance for 7966380955913694: 2972674.86
Current Savings Balance for 2076962079974167: 4170512.05
Current Savings Balance for 6847226299857821: 393629.26
Current Savings Balance for 0793710490620664: 4648467.73
Current Savings Balance for 4659001911688512: 603746.36
Current Savings Balance for 7966380955913694: 2969196.96
Current Savings Balance for 6847226299857821: 395566.73
Current Savings Balance for 2076962079974167: 4171449.38
Current Savings Balance for 4659001911688512: 604424.11
Current Savings Balance for 7966380955913694: 2966481.52
Current Savings Balance for 0793710490620664: 4642779.55
Current Savings Balance for 1093278990669429: 1030712.71
Current Savings Balance for 1093278990669429: 1030712.71
Current Savings Balance for 9980216556183046: 2258505.03
Current Savings Balance for 3491588839892013: 4018910.02
Current Savings Balance for 8028716243309826: 1558777.11
Current Savings Balance for 3491588839892013: 4020842.13
Current Savings Balance for 7966380955913694: 2964781.92
Current Savings Balance for 6847226299857821: 398893.73
Current Savings Balance for 9980216556183046: 2259229.60
Current Savings Balance for 1093278990669429: 1032127.99
Current Savings Balance for 6847226299857821: 400118.91
Current Savings Balance for 8028716243309826: 1555696.12
Current Savings Balance for 6847226299857821: 402080.98
Current Savings Balance for 8028716243309826: 1557420.67
Current Savings Balance for 3491588839892013: 4019430.15
Current Savings Balance for 6847226299857821: 403694.64
Current Savings Balance for 2076962079974167: 4169319.36
Current Savings Balance for 7966380955913694: 2961893.22
Current Savings Balance for 2076962079974167: 4167488.33
Current Savings Balance for 1093278990669429: 1035793.90
Current Savings Balance for 8028716243309826: 1556862.43
Current Savings Balance for 1093278990669429: 1035793.90
Current Savings Balance for 8255171551994747: 3268871.79
Current Savings Balance for 8028716243309826: 1556862.43
Current Savings Balance for 9980216556183046: 2254298.06
Current Savings Balance for 7966380955913694: 2959944.70
Current Savings Balance for 2076962079974167: 4174142.63
Current Savings Balance for 6847226299857821: 402689.94
Current Savings Balance for 7966380955913694: 2961170.63
Current Savings Balance for 6847226299857821: 405205.86
Current Savings Balance for 9980216556183046: 2251137.28
Current Savings Balance for 2076962079974167: 4164528.49
Current Savings Balance for 7966380955913694: 2957366.31
Current Savings Balance for 7966380955913694: 2954344.00
Current Savings Balance for 9980216556183046: 2257256.45
Current Savings Balance for 0793710490620664: 4633443.49
Current Savings Balance for 3491588839892013: 4020118.32
Current Savings Balance for 2076962079974167: 4165517.46
Current Savings Balance for 9980216556183046: 2246656.40
Current Savings Balance for 9980216556183046: 2246656.40
Current Savings Balance for 7966380955913694: 2948259.93
Current Savings Balance for 8255171551994747: 3267261.11
Current Savings Balance for 8028716243309826: 1556607.57
Current Savings Balance for 2076962079974167: 4161508.15
Current Savings Balance for 0793710490620664: 4630255.88
Current Savings Balance for 6847226299857821: 404663.84
Current Savings Balance for 6847226299857821: 404663.84
Current Savings Balance for 3491588839892013: 4021215.76
Current Savings Balance for 8255171551994747: 3268320.87
Current Savings Balance for 8255171551994747: 3265263.47
Current Savings Balance for 8028716243309826: 1554965.95
Current Savings Balance for 9980216556183046: 2240307.64
Current Savings Balance for 8028716243309826: 1555867.95
Current Savings Balance for 0793710490620664: 4626274.09
Current Savings Balance for 7966380955913694: 2938088.43
Current Savings Balance for 4659001911688512: 620465.68
Current Savings Balance for 1093278990669429: 1053617.29
Current Savings Balance for 2076962079974167: 4164923.50
Current Savings Balance for 9980216556183046: 2235285.93
Current Savings Balance for 2076962079974167: 4162287.96
Current Savings Balance for 3491588839892013: 4016461.44
Current Savings Balance for 2076962079974167: 4162586.50
Current Savings Balance for 9980216556183046: 2231548.82
Current Savings Balance for 4659001911688512: 626399.13
Current Savings Balance for 6847226299857821: 422744.42
Current Savings Balance for 8028716243309826: 1551918.42
Current Savings Balance for 2076962079974167: 4162009.04
Current Savings Balance for 1093278990669429: 1056666.34
Current Savings Balance for 8255171551994747: 3270234.42
Current Savings Balance for 8028716243309826: 1551918.42
Current Savings Balance for 8028716243309826: 1551918.42
Current Savings Balance for 7966380955913694: 2935298.06
Current Savings Balance for 8255171551994747: 3272685.16
Current Savings Balance for 2076962079974167: 4162179.01
Current Savings Balance for 1093278990669429: 1052108.14
Current Savings Balance for 0793710490620664: 4634291.16
Current Savings Balance for 1093278990669429: 1052108.14
Current Savings Balance for 6847226299857821: 431962.65
Current Savings Balance for 0793710490620664: 4631778.69
Current Savings Balance for 0793710490620664: 4630516.71
Current Savings Balance for 2076962079974167: 4161125.09
Current Savings Balance for 6847226299857821: 428837.76
Current Savings Balance for 6847226299857821: 430454.73
Current Savings Balance for 3491588839892013: 4014329.91
Current Savings Balance for 2076962079974167: 4158565.15
Current Savings Balance for 3491588839892013: 4014745.64
Current Savings Balance for 1093278990669429: 1051417.73
Current Savings Balance for 4659001911688512: 625400.97
Current Savings Balance for 1093278990669429: 1053625.88
Current Savings Balance for 1093278990669429: 1054011.28
Current Savings Balance for 6847226299857821: 440706.00
Current Savings Balance for 2076962079974167: 4147984.22
Current Savings Balance for 8028716243309826: 1552317.04
Current Savings Balance for 7966380955913694: 2934366.03
Current Savings Balance for 6847226299857821: 443023.72
Current Savings Balance for 6847226299857821: 445273.76
Current Savings Balance for 4659001911688512: 633426.02
Current Savings Balance for 8028716243309826: 1553990.54
Current Savings Balance for 2076962079974167: 4160747.48
Current Savings Balance for 2076962079974167: 4161229.43
Current Savings Balance for 9980216556183046: 2237635.13
Current Savings Balance for 9980216556183046: 2238994.69
Current Savings Balance for 2076962079974167: 4159871.56
Current Savings Balance for 7966380955913694: 2928443.14
Current Savings Balance for 8028716243309826: 1555676.39
Current Savings Balance for 8255171551994747: 3275260.83
Current Savings Balance for 8255171551994747: 3275260.83
Current Savings Balance for 7966380955913694: 2929447.24
Current Savings Balance for 9980216556183046: 2240565.31
Current Savings Balance for 8028716243309826: 1555114.44
Current Savings Balance for 1093278990669429: 1057130.14
Current Savings Balance for 6847226299857821: 441063.08
Current Savings Balance for 7966380955913694: 2928134.17
Current Savings Balance for 4659001911688512: 640629.28
Current Savings Balance for 2076962079974167: 4163649.50
Current Savings Balance for 8028716243309826: 1556618.22
Current Savings Balance for 8255171551994747: 3267426.62
Current Savings Balance for 0793710490620664: 4624599.22
Current Savings Balance for 1093278990669429: 1055356.49
Current Savings Balance for 9980216556183046: 2245086.12
Current Savings Balance for 4659001911688512: 645744.45
Current Savings Balance for 9980216556183046: 2245216.06
Current Savings Balance for 1093278990669429: 1053500.07
Current Savings Balance for 1093278990669429: 1050083.36
Current Savings Balance for 4659001911688512: 647196.10
Current Savings Balance for 8255171551994747: 3272304.33
Current Savings Balance for 1093278990669429: 1044421.10
Current Savings Balance for 8255171551994747: 3271331.98
Current Savings Balance for 1093278990669429: 1040864.67
Current Savings Balance for 9980216556183046: 2244954.44
Current Savings Balance for 2076962079974167: 4171749.26
Current Savings Balance for 7966380955913694: 2913535.89
Current Savings Balance for 2076962079974167: 4171749.26
Current Savings Balance for 0793710490620664: 4625971.28
Current Savings Balance for 2076962079974167: 4169652.02
Current Savings Balance for 8028716243309826: 1558340.44
Current Savings Balance for 9980216556183046: 2245815.93
Current Savings Balance for 9980216556183046: 2245815.93
Current Savings Balance for 0793710490620664: 4619964.64
Current Savings Balance for 1093278990669429: 1044945.51
Current Savings Balance for 1093278990669429: 1044945.51
Current Savings Balance for 3491588839892013: 3996211.40
Current Savings Balance for 8028716243309826: 1558340.44
Current Savings Balance for 8255171551994747: 3278185.15
Current Savings Balance for 2076962079974167: 4166697.67
Current Savings Balance for 1093278990669429: 1046198.97
Current Savings Balance for 9980216556183046: 2248969.30
Current Savings Balance for 4659001911688512: 642392.26
Current Savings Balance for 9980216556183046: 2247095.05
Current Savings Balance for 8255171551994747: 3281976.99
Current Savings Balance for 9980216556183046: 2247527.09
Current Savings Balance for 2076962079974167: 4164211.15
Current Savings Balance for 9980216556183046: 2249257.38
Current Savings Balance for 4659001911688512: 640767.74
Current Savings Balance for 8028716243309826: 1563115.73
Current Savings Balance for 6847226299857821: 451204.93
Current Savings Balance for 2076962079974167: 4166845.20
Current Savings Balance for 9980216556183046: 2248061.52
Current Savings Balance for 1093278990669429: 1048489.68
Current Savings Balance for 2076962079974167: 4158438.10
Current Savings Balance for 2076962079974167: 4158720.75
Current Savings Balance for 1093278990669429: 1049105.38
Current Savings Balance for 1093278990669429: 1045555.17
Current Savings Balance for 6847226299857821: 458495.69
Current Savings Balance for 8028716243309826: 1568164.29
Current Savings Balance for 4659001911688512: 651141.79
Current Savings Balance for 9980216556183046: 2249634.71
Current Savings Balance for 3491588839892013: 3985048.88
Current Savings Balance for 6847226299857821: 463458.12
Current Savings Balance for 1093278990669429: 1046497.70
Current Savings Balance for 7966380955913694: 2912152.77
Current Savings Balance for 6847226299857821: 460410.68
Current Savings Balance for 7966380955913694: 2912152.77
Current Savings Balance for 4659001911688512: 651156.83
Current Savings Balance for 6847226299857821: 462750.23
Current Savings Balance for 3491588839892013: 3978905.79
Current Savings Balance for 8255171551994747: 3275843.81
Current Savings Balance for 8255171551994747: 3276393.03
Current Savings Balance for 8255171551994747: 3276393.03
Current Savings Balance for 2076962079974167: 4143824.09
Current Savings Balance for 2076962079974167: 4144814.36
Current Savings Balance for 8028716243309826: 1567034.91
Current Savings Balance for 2076962079974167: 4143299.46
Current Savings Balance for 3491588839892013: 3977201.47
Current Savings Balance for 8028716243309826: 1572385.23
Current Savings Balance for 3491588839892013: 3973872.88
Current Savings Balance for 9980216556183046: 2253083.23
Current Savings Balance for 8028716243309826: 1574168.29
Current Savings Balance for 8255171551994747: 3276495.62
Current Savings Balance for 6847226299857821: 471726.73
Current Savings Balance for 2076962079974167: 4140263.85
Current Savings Balance for 6847226299857821: 471170.36
Current Savings Balance for 8028716243309826: 1574168.29
Current Savings Balance for 9980216556183046: 2251488.46
Current Savings Balance for 0793710490620664: 4628283.45
Current Savings Balance for 6847226299857821: 470125.43
Current Savings Balance for 1093278990669429: 1060716.23
Current Savings Balance for 8028716243309826: 1576884.17
Current Savings Balance for 4659001911688512: 651088.03
Current Savings Balance for 6847226299857821: 471642.38
Current Savings Balance for 0793710490620664: 4623708.41
Current Savings Balance for 2076962079974167: 4141964.18
Current Savings Balance for 9980216556183046: 2268142.40
Current Savings Balance for 1093278990669429: 1056753.96
Current Savings Balance for 4659001911688512: 654410.27
Current Savings Balance for 1093278990669429: 1060481.10
Current Savings Balance for 8028716243309826: 1574868.94
Current Savings Balance for 3491588839892013: 3968640.50
Current Savings Balance for 8255171551994747: 3277782.44
Current Savings Balance for 0793710490620664: 4616586.50
Current Savings Balance for 8255171551994747: 3279276.22
Current Savings Balance for 0793710490620664: 4612493.54
Current Savings Balance for 1093278990669429: 1055103.21
Current Savings Balance for 2076962079974167: 4134795.68
Current Savings Balance for 7966380955913694: 2904677.25
Current Savings Balance for 1093278990669429: 1054422.58
Current Savings Balance for 9980216556183046: 2267747.35
Current Savings Balance for 2076962079974167: 4131738.12
Current Savings Balance for 1093278990669429: 1053679.78
Current Savings Balance for 9980216556183046: 2270513.97
Current Savings Balance for 8255171551994747: 3281397.95
Current Savings Balance for 9980216556183046: 2269053.93
Current Savings Balance for 7966380955913694: 2906111.35
Current Savings Balance for 6847226299857821: 477772.05
Current Savings Balance for 2076962079974167: 4133054.85
Current Savings Balance for 2076962079974167: 4133054.85
Current Savings Balance for 1093278990669429: 1058866.13
Current Savings Balance for 0793710490620664: 4607937.75
Current Savings Balance for 6847226299857821: 479013.62
Current Savings Balance for 8028716243309826: 1579588.54
Current Savings Balance for 4659001911688512: 654625.42
Current Savings Balance for 2076962079974167: 4132775.02
Current Savings Balance for 1093278990669429: 1055240.22
Current Savings Balance for 2076962079974167: 4132089.18
Current Savings Balance for 7966380955913694: 2899302.18
Current Savings Balance for 0793710490620664: 4605875.54
Current Savings Balance for 6847226299857821: 473856.11
Current Savings Balance for 4659001911688512: 655948.40
Current Savings Balance for 7966380955913694: 2899900.50
Current Savings Balance for 4659001911688512: 655948.40
Current Savings Balance for 8255171551994747: 3282730.21
Current Savings Balance for 8028716243309826: 1584746.99
Current Savings Balance for 8028716243309826: 1584746.99
Current Savings Balance for 9980216556183046: 2293729.61
Current Savings Balance for 7966380955913694: 2903049.96
Current Savings Balance for 6847226299857821: 483750.20
Current Savings Balance for 4659001911688512: 659838.38
Current Savings Balance for 2076962079974167: 4130516.04
Current Savings Balance for 0793710490620664: 4610559.77
Current Savings Balance for 9980216556183046: 2291199.33
Current Savings Balance for 3491588839892013: 3962552.48
Current Savings Balance for 6847226299857821: 492027.65
Current Savings Balance for 9980216556183046: 2289298.72
Current Savings Balance for 6847226299857821: 494895.66
Current Savings Balance for 9980216556183046: 2291275.40
Current Savings Balance for 1093278990669429: 1062781.94
Current Savings Balance for 7966380955913694: 2899689.61
Current Savings Balance for 4659001911688512: 654018.96
Current Savings Balance for 0793710490620664: 4613827.61
Current Savings Balance for 1093278990669429: 1061260.70
Current Savings Balance for 8255171551994747: 3287674.62
Current Savings Balance for 8255171551994747: 3286775.35
Current Savings Balance for 3491588839892013: 3962073.41
Current Savings Balance for 0793710490620664: 4616184.45
Current Savings Balance for 6847226299857821: 495046.84
Current Savings Balance for 4659001911688512: 656845.71
Current Savings Balance for 8255171551994747: 3282093.32
Current Savings Balance for 8028716243309826: 1584985.88
Current Savings Balance for 1093278990669429: 1061301.71
Current Savings Balance for 9980216556183046: 2303354.95
Current Savings Balance for 3491588839892013: 3963795.01
Current Savings Balance for 0793710490620664: 4617853.12
Current Savings Balance for 9980216556183046: 2300757.14
Current Savings Balance for 4659001911688512: 657347.86
Current Savings Balance for 1093278990669429: 1058017.50
Current Savings Balance for 8255171551994747: 3280054.75
Current Savings Balance for 0793710490620664: 4617669.48
Current Savings Balance for 1093278990669429: 1056444.63
Current Savings Balance for 3491588839892013: 3962282.76
Current Savings Balance for 4659001911688512: 662281.96
Current Savings Balance for 2076962079974167: 4132095.75
Current Savings Balance for 8028716243309826: 1581616.49
Current Savings Balance for 8255171551994747: 3278125.91
Current Savings Balance for 8028716243309826: 1581865.75
Current Savings Balance for 7966380955913694: 2890597.98
