==3078== Memcheck, a memory error detector
Current Savings Balance for 8028716243309826: 1532252.42
Current Savings Balance for 0793710490620664: 4643782.26
Current Savings Balance for 4659001911688512: 578165.64
Current Savings Balance for 8255171551994747: 3275872.19
Current Savings Balance for 0793710490620664: 4642180.51
Current Savings Balance for 2076962079974167: 4177905.23
Current Savings Balance for 3491588839892013: 4014201.82
Current Savings Balance for 6847226299857821: 374818.46
Current Savings Balance for 4659001911688512: 578833.60
Current Savings Balance for 3491588839892013: 4016826.24
Current Savings Balance for 6847226299857821: 373362.56
Current Savings Balance for 8255171551994747: 3273921.55
Current Savings Balance for 0793710490620664: 4647018.82
Current Savings Balance for 3491588839892013: 4011544.63
Current Savings Balance for 8028716243309826: 1541597.35
Current Savings Balance for 1093278990669429: 1066050.97
Current Savings Balance for 1093278990669429: 1065680.95
Current Savings Balance for 9980216556183046: 2241422.52
Current Savings Balance for 0793710490620664: 4648558.73
Current Savings Balance for 3491588839892013: 4017551.72
Current Savings Balance for 2076962079974167: 4167534.36
Current Savings Balance for 6847226299857821: 378982.71
Current Savings Balance for 1093278990669429: 1068858.22
Current Savings Balance for 1093278990669429: 1068877.41
Current Savings Balance for 8028716243309826: 1545873.92
Current Savings Balance for 8028716243309826: 1545873.92
Current Savings Balance for 4659001911688512: 583557.91
Current Savings Balance for 7966380955913694: 3024327.03
Current Savings Balance for 8255171551994747: 3269895.55
Current Savings Balance for 4659001911688512: 582468.64
Current Savings Balance for 9980216556183046: 2241552.82
Current Savings Balance for 8255171551994747: 3267959.94
Current Savings Balance for 2076962079974167: 4160869.03
Current Savings Balance for 1093278990669429: 1069272.50
Current Savings Balance for 8255171551994747: 3267834.38
Current Savings Balance for 4659001911688512: 587215.65
Current Savings Balance for 8028716243309826: 1542967.06
Current Savings Balance for 6847226299857821: 377513.25
Current Savings Balance for 4659001911688512: 583066.31
Current Savings Balance for 6847226299857821: 377660.12
Current Savings Balance for 0793710490620664: 4645381.43
Current Savings Balance for 4659001911688512: 582549.66
Current Savings Balance for 7966380955913694: 3026574.51
Current Savings Balance for 9980216556183046: 2245508.75
Current Savings Balance for 0793710490620664: 4646357.15
Current Savings Balance for 1093278990669429: 1069341.11
Current Savings Balance for 7966380955913694: 3024666.78
Current Savings Balance for 0793710490620664: 4648471.51
Current Savings Balance for 8028716243309826: 1542699.80
Current Savings Balance for 0793710490620664: 4647024.58
Current Savings Balance for 9980216556183046: 2251566.23
Current Savings Balance for 2076962079974167: 4159412.35
Current Savings Balance for 6847226299857821: 381489.91
Current Savings Balance for 8255171551994747: 3262912.14
Current Savings Balance for 1093278990669429: 1066665.61
Current Savings Balance for 8028716243309826: 1540981.73
Current Savings Balance for 7966380955913694: 3017740.13
Current Savings Balance for 2076962079974167: 4152674.40
Current Savings Balance for 1093278990669429: 1066501.86
Current Savings Balance for 9980216556183046: 2247202.39
Current Savings Balance for 9980216556183046: 2246585.45
Current Savings Balance for 8255171551994747: 3266598.33
Current Savings Balance for 8028716243309826: 1544963.29
Current Savings Balance for 9980216556183046: 2243406.97
Current Savings Balance for 6847226299857821: 388640.92
Current Savings Balance for 0793710490620664: 4641117.10
Current Savings Balance for 4659001911688512: 578196.09
Current Savings Balance for 7966380955913694: 3012249.63
Current Savings Balance for 8255171551994747: 3269224.36
Current Savings Balance for 0793710490620664: 4639310.70
Current Savings Balance for 0793710490620664: 4640014.14
Current Savings Balance for 8028716243309826: 1541579.10
Current Savings Balance for 2076962079974167: 4151676.44
Current Savings Balance for 9980216556183046: 2244196.14
Current Savings Balance for 8028716243309826: 1542389.88
Current Savings Balance for 1093278990669429: 1073488.64
Current Savings Balance for 8255171551994747: 3268512.83
Current Savings Balance for 7966380955913694: 3009319.39
Current Savings Balance for 8028716243309826: 1543245.48
Current Savings Balance for 7966380955913694: 3008679.14
Current Savings Balance for 8255171551994747: 3270622.50
Current Savings Balance for 3491588839892013: 4013496.60
Current Savings Balance for 2076962079974167: 4154068.01
Current Savings Balance for 2076962079974167: 4153798.26
Current Savings Balance for 3491588839892013: 4009740.11
Current Savings Balance for 2076962079974167: 4151786.53
Current Savings Balance for 0793710490620664: 4640290.88
Current Savings Balance for 3491588839892013: 4010361.06
Current Savings Balance for 9980216556183046: 2236378.01
Current Savings Balance for 9980216556183046: 2236378.01
Current Savings Balance for 8028716243309826: 1540753.44
Current Savings Balance for 8255171551994747: 3257649.05
Current Savings Balance for 1093278990669429: 1086376.90
Current Savings Balance for 1093278990669429: 1086376.90
Current Savings Balance for 8028716243309826: 1540753.44
Current Savings Balance for 0793710490620664: 4642695.73
Current Savings Balance for 4659001911688512: 575447.69
Current Savings Balance for 3491588839892013: 4006650.90
Current Savings Balance for 1093278990669429: 1091488.60
Current Savings Balance for 9980216556183046: 2234090.60
Current Savings Balance for 7966380955913694: 3012588.43
Current Savings Balance for 8028716243309826: 1540753.44
Current Savings Balance for 1093278990669429: 1093966.67
Current Savings Balance for 8255171551994747: 3255183.58
Current Savings Balance for 8028716243309826: 1540148.57
Current Savings Balance for 4659001911688512: 581368.43
Current Savings Balance for 4659001911688512: 582579.41
Current Savings Balance for 4659001911688512: 582908.72
Current Savings Balance for 0793710490620664: 4640322.21
Current Savings Balance for 6847226299857821: 387618.04
Current Savings Balance for 6847226299857821: 385048.96
Current Savings Balance for 2076962079974167: 4154981.31
Current Savings Balance for 8028716243309826: 1540148.57
Current Savings Balance for 9980216556183046: 2241336.17
Current Savings Balance for 6847226299857821: 381559.83
Current Savings Balance for 8255171551994747: 3254234.53
Current Savings Balance for 8028716243309826: 1540148.57
Current Savings Balance for 6847226299857821: 381559.83
Current Savings Balance for 3491588839892013: 3998587.75
Current Savings Balance for 3491588839892013: 3998587.75
Current Savings Balance for 2076962079974167: 4157491.94
Current Savings Balance for 6847226299857821: 384987.69
Current Savings Balance for 8255171551994747: 3250131.84
Current Savings Balance for 7966380955913694: 3013251.82
Current Savings Balance for 6847226299857821: 383896.72
Current Savings Balance for 2076962079974167: 4159136.31
Current Savings Balance for 9980216556183046: 2241421.82
Current Savings Balance for 2076962079974167: 4157713.10
Current Savings Balance for 0793710490620664: 4640628.64
Current Savings Balance for 1093278990669429: 1095231.29
Current Savings Balance for 4659001911688512: 580411.73
Current Savings Balance for 8028716243309826: 1542070.31
Current Savings Balance for 2076962079974167: 4148787.42
Current Savings Balance for 7966380955913694: 3018429.33
Current Savings Balance for 9980216556183046: 2240293.01
Current Savings Balance for 6847226299857821: 380377.63
Current Savings Balance for 0793710490620664: 4636367.36
Current Savings Balance for 8255171551994747: 3249182.17
Current Savings Balance for 3491588839892013: 4003091.16
Current Savings Balance for 4659001911688512: 574782.27
Current Savings Balance for 9980216556183046: 2243422.99
Current Savings Balance for 0793710490620664: 4635680.56
Current Savings Balance for 9980216556183046: 2246348.09
Current Savings Balance for 4659001911688512: 573586.50
Current Savings Balance for 6847226299857821: 382203.29
Current Savings Balance for 3491588839892013: 4001947.33
Current Savings Balance for 2076962079974167: 4153231.20
Current Savings Balance for 6847226299857821: 382203.29
Current Savings Balance for 4659001911688512: 569328.52
Current Savings Balance for 8028716243309826: 1544464.46
Current Savings Balance for 9980216556183046: 2251971.60
Current Savings Balance for 1093278990669429: 1098179.26
Current Savings Balance for 6847226299857821: 379595.41
Current Savings Balance for 1093278990669429: 1099363.38
Current Savings Balance for 8028716243309826: 1545834.79
Current Savings Balance for 9980216556183046: 2251366.13
Current Savings Balance for 0793710490620664: 4625171.00
Current Savings Balance for 6847226299857821: 377306.24
Current Savings Balance for 8028716243309826: 1548478.18
Current Savings Balance for 6847226299857821: 377306.24
Current Savings Balance for 8028716243309826: 1548478.18
Current Savings Balance for 7966380955913694: 3019516.03
Current Savings Balance for 4659001911688512: 566056.61
Current Savings Balance for 8255171551994747: 3248400.16
Current Savings Balance for 2076962079974167: 4158753.74
Current Savings Balance for 4659001911688512: 567692.36
Current Savings Balance for 8028716243309826: 1549014.40
Current Savings Balance for 8028716243309826: 1549014.40
Current Savings Balance for 9980216556183046: 2244148.07
Current Savings Balance for 1093278990669429: 1097836.64
Current Savings Balance for 9980216556183046: 2241860.28
Current Savings Balance for 7966380955913694: 3015215.98
Current Savings Balance for 1093278990669429: 1100317.18
Current Savings Balance for 2076962079974167: 4158550.14
Current Savings Balance for 6847226299857821: 377553.12
Current Savings Balance for 8255171551994747: 3249097.00
Current Savings Balance for 1093278990669429: 1098471.97
Current Savings Balance for 8255171551994747: 3246587.65
Current Savings Balance for 3491588839892013: 3993428.10
Current Savings Balance for 7966380955913694: 3012196.63
Current Savings Balance for 8028716243309826: 1551948.15
Current Savings Balance for 0793710490620664: 4615106.03
Current Savings Balance for 1093278990669429: 1099884.69
Current Savings Balance for 7966380955913694: 3010082.60
Current Savings Balance for 0793710490620664: 4616911.59
Current Savings Balance for 8255171551994747: 3246723.83
Current Savings Balance for 9980216556183046: 2245388.14
Current Savings Balance for 3491588839892013: 3996142.77
Current Savings Balance for 2076962079974167: 4156220.80
Current Savings Balance for 1093278990669429: 1102655.90
Current Savings Balance for 8028716243309826: 1552179.86
Current Savings Balance for 1093278990669429: 1109441.25
Current Savings Balance for 4659001911688512: 569461.63
Current Savings Balance for 3491588839892013: 3997424.83
Current Savings Balance for 4659001911688512: 569461.63
Current Savings Balance for 8255171551994747: 3239366.74
Current Savings Balance for 3491588839892013: 3999113.00
Current Savings Balance for 6847226299857821: 381179.75
Current Savings Balance for 1093278990669429: 1108598.13
Current Savings Balance for 8028716243309826: 1550857.41
Current Savings Balance for 8028716243309826: 1550857.41
Current Savings Balance for 6847226299857821: 376643.53
Current Savings Balance for 1093278990669429: 1106801.76
Current Savings Balance for 8255171551994747: 3237173.39
Current Savings Balance for 4659001911688512: 568061.27
Current Savings Balance for 8028716243309826: 1550857.41
Current Savings Balance for 8028716243309826: 1552697.55
Current Savings Balance for 8028716243309826: 1552545.87
Current Savings Balance for 6847226299857821: 374689.98
Current Savings Balance for 8028716243309826: 1552545.87
Current Savings Balance for 0793710490620664: 4609972.80
Current Savings Balance for 9980216556183046: 2240188.89
Current Savings Balance for 0793710490620664: 4607326.34
Current Savings Balance for 3491588839892013: 3997342.65
Current Savings Balance for 8255171551994747: 3237052.49
Current Savings Balance for 9980216556183046: 2239877.76
Current Savings Balance for 2076962079974167: 4158120.09
Current Savings Balance for 4659001911688512: 573214.37
Current Savings Balance for 6847226299857821: 378735.30
Current Savings Balance for 0793710490620664: 4608909.08
Current Savings Balance for 0793710490620664: 4608909.08
Current Savings Balance for 2076962079974167: 4156003.56
Current Savings Balance for 8028716243309826: 1551931.70
Current Savings Balance for 8255171551994747: 3235262.97
Current Savings Balance for 7966380955913694: 3007585.29
Current Savings Balance for 6847226299857821: 379684.94
Current Savings Balance for 8028716243309826: 1554013.80
Current Savings Balance for 9980216556183046: 2246146.04
Current Savings Balance for 3491588839892013: 3997347.67
Current Savings Balance for 2076962079974167: 4154923.94
Current Savings Balance for 9980216556183046: 2243793.59
Current Savings Balance for 9980216556183046: 2243793.59
Current Savings Balance for 8028716243309826: 1555624.16
Current Savings Balance for 6847226299857821: 381378.49
Current Savings Balance for 0793710490620664: 4607743.13
Current Savings Balance for 7966380955913694: 3009745.09
Current Savings Balance for 7966380955913694: 3009365.26
Current Savings Balance for 3491588839892013: 3996866.87
Current Savings Balance for 8028716243309826: 1555111.64
Current Savings Balance for 7966380955913694: 3006322.75
Current Savings Balance for 1093278990669429: 1115053.68
Current Savings Balance for 4659001911688512: 568759.07
Current Savings Balance for 3491588839892013: 3998734.94
Current Savings Balance for 0793710490620664: 4599778.54
Current Savings Balance for 7966380955913694: 3006791.70
Current Savings Balance for 2076962079974167: 4138354.23
Current Savings Balance for 9980216556183046: 2241856.54
Current Savings Balance for 0793710490620664: 4600961.63
Current Savings Balance for 8255171551994747: 3234856.21
Current Savings Balance for 6847226299857821: 384797.46
Current Savings Balance for 8255171551994747: 3234237.89
Current Savings Balance for 8028716243309826: 1555548.43
Current Savings Balance for 2076962079974167: 4136873.74
Current Savings Balance for 4659001911688512: 565118.93
Current Savings Balance for 8028716243309826: 1554067.95
Current Savings Balance for 1093278990669429: 1117279.96
Current Savings Balance for 7966380955913694: 3001861.99
Current Savings Balance for 8028716243309826: 1552665.10
Current Savings Balance for 2076962079974167: 4140481.57
Current Savings Balance for 8028716243309826: 1553110.58
Current Savings Balance for 2076962079974167: 4139673.18
Current Savings Balance for 9980216556183046: 2240429.30
Current Savings Balance for 3491588839892013: 3988505.62
Current Savings Balance for 8028716243309826: 1553477.05
Current Savings Balance for 7966380955913694: 3003721.76
Current Savings Balance for 8028716243309826: 1553477.05
Current Savings Balance for 0793710490620664: 4601309.20
Current Savings Balance for 9980216556183046: 2238735.61
Current Savings Balance for 8255171551994747: 3234796.31
Current Savings Balance for 9980216556183046: 2241006.99
Current Savings Balance for 6847226299857821: 389920.77
Current Savings Balance for 2076962079974167: 4144319.82
Current Savings Balance for 4659001911688512: 562353.93
Current Savings Balance for 0793710490620664: 4598657.47
Current Savings Balance for 8028716243309826: 1554359.82
Current Savings Balance for 3491588839892013: 3982699.24
Current Savings Balance for 4659001911688512: 559644.85
Current Savings Balance for 7966380955913694: 3004899.33
Current Savings Balance for 6847226299857821: 390553.82
Current Savings Balance for 7966380955913694: 3003025.31
Current Savings Balance for 2076962079974167: 4144370.90
Current Savings Balance for 2076962079974167: 4145911.57
Current Savings Balance for 1093278990669429: 1124528.52
Current Savings Balance for 3491588839892013: 3982279.60
Current Savings Balance for 9980216556183046: 2241639.20
Current Savings Balance for 6847226299857821: 395315.13
Current Savings Balance for 4659001911688512: 564994.91
Current Savings Balance for 0793710490620664: 4599987.50
Current Savings Balance for 9980216556183046: 2240299.67
Current Savings Balance for 0793710490620664: 4598758.14
Current Savings Balance for 4659001911688512: 567471.00
Current Savings Balance for 1093278990669429: 1123792.30
Current Savings Balance for 3491588839892013: 3981335.42
Current Savings Balance for 3491588839892013: 3981335.42
Current Savings Balance for 9980216556183046: 2240175.74
Current Savings Balance for 0793710490620664: 4598953.49
Current Savings Balance for 7966380955913694: 3005157.01
Current Savings Balance for 0793710490620664: 4600426.32
Current Savings Balance for 9980216556183046: 2239931.35
Current Savings Balance for 8255171551994747: 3229868.80
Current Savings Balance for 8028716243309826: 1558873.17
Current Savings Balance for 8255171551994747: 3230215.81
Current Savings Balance for 8255171551994747: 3231104.58
Current Savings Balance for 6847226299857821: 398698.44
Current Savings Balance for 8028716243309826: 1560077.90
Current Savings Balance for 8028716243309826: 1560077.90
Current Savings Balance for 1093278990669429: 1123673.24
Current Savings Balance for 8028716243309826: 1558857.45
Current Savings Balance for 3491588839892013: 3978247.24
Current Savings Balance for 8255171551994747: 3226325.27
Current Savings Balance for 0793710490620664: 4593556.80
Current Savings Balance for 1093278990669429: 1125622.17
Current Savings Balance for 4659001911688512: 571887.30
Current Savings Balance for 2076962079974167: 4146742.01
Current Savings Balance for 8255171551994747: 3227670.27
Current Savings Balance for 9980216556183046: 2238019.76
Current Savings Balance for 6847226299857821: 405822.97
Current Savings Balance for 4659001911688512: 577619.92
Current Savings Balance for 1093278990669429: 1120317.58
Current Savings Balance for 0793710490620664: 4588333.10
Current Savings Balance for 8255171551994747: 3222390.30
Current Savings Balance for 4659001911688512: 579143.31
Current Savings Balance for 4659001911688512: 579883.62
Current Savings Balance for 8028716243309826: 1560634.76
Current Savings Balance for 3491588839892013: 3978591.36
Current Savings Balance for 8255171551994747: 3222039.92
Current Savings Balance for 1093278990669429: 1120553.62
Current Savings Balance for 1093278990669429: 1120553.62
Current Savings Balance for 8028716243309826: 1560171.62
Current Savings Balance for 2076962079974167: 4145299.24
Current Savings Balance for 7966380955913694: 3014673.12
Current Savings Balance for 8255171551994747: 3220030.17
Current Savings Balance for 1093278990669429: 1124091.28
Current Savings Balance for 8255171551994747: 3219989.59
Current Savings Balance for 6847226299857821: 409357.23
Current Savings Balance for 4659001911688512: 584489.10
Current Savings Balance for 0793710490620664: 4578633.92
Current Savings Balance for 0793710490620664: 4577449.18
Current Savings Balance for 2076962079974167: 4144267.53
Current Savings Balance for 2076962079974167: 4141116.54
Current Savings Balance for 3491588839892013: 3984605.89
Current Savings Balance for 3491588839892013: 3984605.89
Current Savings Balance for 3491588839892013: 3982396.95
Current Savings Balance for 2076962079974167: 4139445.94
Current Savings Balance for 8255171551994747: 3216678.66
Current Savings Balance for 0793710490620664: 4573778.73
Current Savings Balance for 0793710490620664: 4574579.63
Current Savings Balance for 4659001911688512: 588529.24
Current Savings Balance for 6847226299857821: 415160.09
Current Savings Balance for 6847226299857821: 415160.09
Current Savings Balance for 6847226299857821: 415789.28
Current Savings Balance for 7966380955913694: 3019667.53
Current Savings Balance for 9980216556183046: 2230620.43
Current Savings Balance for 9980216556183046: 2230620.43
Current Savings Balance for 2076962079974167: 4139798.44
Current Savings Balance for 8028716243309826: 1561058.45
Current Savings Balance for 8028716243309826: 1561058.45
Current Savings Balance for 8028716243309826: 1561058.45
Current Savings Balance for 8255171551994747: 3216260.43
Current Savings Balance for 8255171551994747: 3216260.43
Current Savings Balance for 7966380955913694: 3006213.70
Current Savings Balance for 1093278990669429: 1127638.75
Current Savings Balance for 7966380955913694: 3008211.39
Current Savings Balance for 7966380955913694: 3007200.10
Current Savings Balance for 0793710490620664: 4568289.16
Current Savings Balance for 8255171551994747: 3209679.22
Current Savings Balance for 3491588839892013: 3976241.44
Current Savings Balance for 4659001911688512: 596477.92
Current Savings Balance for 8255171551994747: 3209623.89
Current Savings Balance for 7966380955913694: 3005265.13
Current Savings Balance for 4659001911688512: 594357.34
Current Savings Balance for 3491588839892013: 3969436.71
Current Savings Balance for 1093278990669429: 1137205.16
Current Savings Balance for 4659001911688512: 599995.59
Current Savings Balance for 7966380955913694: 3009330.60
Current Savings Balance for 4659001911688512: 598901.69
Current Savings Balance for 6847226299857821: 429663.72
Current Savings Balance for 1093278990669429: 1141769.87
Current Savings Balance for 0793710490620664: 4570534.06
Current Savings Balance for 2076962079974167: 4138366.08
Current Savings Balance for 1093278990669429: 1144009.60
Current Savings Balance for 8028716243309826: 1557199.40
Current Savings Balance for 0793710490620664: 4570440.46
Current Savings Balance for 8255171551994747: 3198778.99
Current Savings Balance for 9980216556183046: 2226972.44
Current Savings Balance for 8028716243309826: 1557199.40
Current Savings Balance for 8028716243309826: 1558923.83
Current Savings Balance for 3491588839892013: 3977682.07
Current Savings Balance for 1093278990669429: 1139113.38
Current Savings Balance for 4659001911688512: 594543.97
Current Savings Balance for 9980216556183046: 2225213.74
Current Savings Balance for 0793710490620664: 4567713.12
Current Savings Balance for 3491588839892013: 3976836.98
Current Savings Balance for 9980216556183046: 2228014.42
Current Savings Balance for 1093278990669429: 1135422.16
Current Savings Balance for 7966380955913694: 3003816.81
Current Savings Balance for 7966380955913694: 3003816.81
Current Savings Balance for 9980216556183046: 2229321.46
Current Savings Balance for 3491588839892013: 3978387.97
Current Savings Balance for 9980216556183046: 2230916.85
Current Savings Balance for 8028716243309826: 1560505.97
Current Savings Balance for 9980216556183046: 2231706.31
Current Savings Balance for 9980216556183046: 2231706.31
Current Savings Balance for 7966380955913694: 3001897.61
Current Savings Balance for 8028716243309826: 1558868.09
Current Savings Balance for 9980216556183046: 2232653.90
Current Savings Balance for 9980216556183046: 2233224.92
Current Savings Balance for 7966380955913694: 3004987.18
Current Savings Balance for 1093278990669429: 1132735.23
Current Savings Balance for 4659001911688512: 591010.44
Current Savings Balance for 3491588839892013: 3967769.31
Current Savings Balance for 1093278990669429: 1134430.21
Current Savings Balance for 0793710490620664: 4571644.81
Current Savings Balance for 3491588839892013: 3966388.20
Current Savings Balance for 2076962079974167: 4138169.17
Current Savings Balance for 4659001911688512: 592108.87
Current Savings Balance for 9980216556183046: 2237087.64
Current Savings Balance for 9980216556183046: 2237087.64
Current Savings Balance for 7966380955913694: 3004293.71
Current Savings Balance for 1093278990669429: 1137804.08
Current Savings Balance for 4659001911688512: 592628.05
Current Savings Balance for 8255171551994747: 3198916.99
Current Savings Balance for 4659001911688512: 593223.07
Current Savings Balance for 0793710490620664: 4570372.99
Current Savings Balance for 0793710490620664: 4570372.99
Current Savings Balance for 2076962079974167: 4136597.31
Current Savings Balance for 4659001911688512: 595713.63
Current Savings Balance for 4659001911688512: 594773.69
Current Savings Balance for 6847226299857821: 460903.90
Current Savings Balance for 2076962079974167: 4135736.73
Current Savings Balance for 4659001911688512: 593560.85
Current Savings Balance for 1093278990669429: 1140874.56
Current Savings Balance for 4659001911688512: 596633.13
Current Savings Balance for 8028716243309826: 1564973.38
Current Savings Balance for 1093278990669429: 1135991.96
Current Savings Balance for 3491588839892013: 3972046.33
Current Savings Balance for 2076962079974167: 4133621.55
Current Savings Balance for 2076962079974167: 4133621.55
Current Savings Balance for 6847226299857821: 462519.78
Current Savings Balance for 0793710490620664: 4571650.11
Current Savings Balance for 3491588839892013: 3969884.10
Current Savings Balance for 3491588839892013: 3968118.13
Current Savings Balance for 8255171551994747: 3192556.64
Current Savings Balance for 8255171551994747: 3192556.64
Current Savings Balance for 8028716243309826: 1565861.51
Current Savings Balance for 0793710490620664: 4575283.16
Current Savings Balance for 3491588839892013: 3967065.11
Current Savings Balance for 4659001911688512: 600981.82
Current Savings Balance for 7966380955913694: 2989295.92
Current Savings Balance for 8255171551994747: 3189187.43
Current Savings Balance for 1093278990669429: 1137154.30
Current Savings Balance for 1093278990669429: 1139121.89
Current Savings Balance for 2076962079974167: 4129371.59
Current Savings Balance for 8028716243309826: 1566481.55
Current Savings Balance for 3491588839892013: 3964179.10
Current Savings Balance for 4659001911688512: 593420.07
Current Savings Balance for 8255171551994747: 3198557.85
Current Savings Balance for 0793710490620664: 4572643.65
Current Savings Balance for 0793710490620664: 4571373.47
Current Savings Balance for 0793710490620664: 4571373.47
Current Savings Balance for 2076962079974167: 4130468.30
Current Savings Balance for 1093278990669429: 1136784.42
Current Savings Balance for 8028716243309826: 1566481.55
Current Savings Balance for 7966380955913694: 2994437.48
Current Savings Balance for 3491588839892013: 3960003.84
Current Savings Balance for 1093278990669429: 1135006.19
Current Savings Balance for 1093278990669429: 1136762.40
Current Savings Balance for 9980216556183046: 2244061.08
Current Savings Balance for 1093278990669429: 1132830.35
Current Savings Balance for 7966380955913694: 2993296.61
